iter  AnomalyNodeRemoved  LL
0 NA -653.585505
1 433810 -611.385770
2 56570 -410.541917
3 128422 -376.086212
4 189148 -351.231564
5 509718 -333.363242
6 352223 -314.346399
7 397770 -312.837099
8 382389 -311.653483
9 56688 -297.391669
10 424495 -288.198285
11 476202 -275.326133
12 477788 -264.616600
13 170911 -225.815630
14 28152 -210.240114
15 311323 -207.857751
16 335564 -203.564723
17 544993 -197.403376
18 4070 -195.707812
19 307308 -181.185157
20 91161 -178.994196
21 148866 -179.787540
22 362718 -169.800440
23 450417 -150.678271
