iter  precision  recall
1  0.026490  0.036847
2  0.026471  0.036847
3  0.026451  0.036847
4  0.026432  0.036847
5  0.026412  0.036847
6  0.026393  0.036847
7  0.026374  0.036847
8  0.026354  0.036847
9  0.026335  0.036847
10  0.026316  0.036847
11  0.026297  0.036847
12  0.026277  0.036847
13  0.026258  0.036847
14  0.026239  0.036847
15  0.026220  0.036847
16  0.026201  0.036847
17  0.026182  0.036847
18  0.026163  0.036847
19  0.026144  0.036847
20  0.026125  0.036847
21  0.026106  0.036847
22  0.026087  0.036847
23  0.026068  0.036847
24  0.026049  0.036847
25  0.026030  0.036847
26  0.026012  0.036847
27  0.025993  0.036847
28  0.025974  0.036847
29  0.025955  0.036847
30  0.025937  0.036847
31  0.025918  0.036847
32  0.025899  0.036847
33  0.025881  0.036847
34  0.025862  0.036847
35  0.025844  0.036847
36  0.025825  0.036847
37  0.025806  0.036847
38  0.025788  0.036847
39  0.025770  0.036847
40  0.025751  0.036847
41  0.025733  0.036847
42  0.025714  0.036847
43  0.025696  0.036847
44  0.025678  0.036847
45  0.025659  0.036847
46  0.025641  0.036847
47  0.025623  0.036847
48  0.025605  0.036847
49  0.025586  0.036847
50  0.025568  0.036847
51  0.025550  0.036847
52  0.025532  0.036847
53  0.025514  0.036847
54  0.025496  0.036847
55  0.025478  0.036847
56  0.025460  0.036847
57  0.025442  0.036847
58  0.025424  0.036847
59  0.025406  0.036847
60  0.025388  0.036847
61  0.025370  0.036847
62  0.025352  0.036847
63  0.025334  0.036847
64  0.025316  0.036847
65  0.025299  0.036847
66  0.025281  0.036847
67  0.025263  0.036847
68  0.025245  0.036847
69  0.025228  0.036847
70  0.025210  0.036847
71  0.025192  0.036847
72  0.025175  0.036847
73  0.025157  0.036847
74  0.025140  0.036847
75  0.025122  0.036847
76  0.025105  0.036847
77  0.025087  0.036847
78  0.025070  0.036847
79  0.025052  0.036847
80  0.025035  0.036847
81  0.025017  0.036847
82  0.025000  0.036847
83  0.024983  0.036847
84  0.024965  0.036847
85  0.024948  0.036847
86  0.024931  0.036847
87  0.024913  0.036847
88  0.024896  0.036847
89  0.024879  0.036847
90  0.024862  0.036847
91  0.024845  0.036847
92  0.024828  0.036847
93  0.024810  0.036847
94  0.024793  0.036847
95  0.024776  0.036847
96  0.024759  0.036847
97  0.024742  0.036847
98  0.024725  0.036847
99  0.024708  0.036847
100  0.024691  0.036847
