iter  AnomalyNodeRemoved  LL
0 NA -11178.450252
1 530173 -4267.341639
2 401409 -4241.484709
3 71308 -4229.478673
4 419065 -4205.329956
5 201218 -4193.398487
6 323969 -4181.590149
7 219784 -4169.518423
8 14651 -4145.968345
9 368212 -4134.228727
10 393702 -4122.812210
11 27322 -4111.065674
12 442639 -4099.050388
13 42585 -4087.647253
14 486055 -4075.912406
15 83813 -4063.905221
16 232761 -4040.047424
17 164985 -4027.793686
18 412133 -4016.633171
19 329450 -3993.948710
20 367714 -3969.805029
21 341056 -3957.551290
22 39850 -3934.968583
23 99365 -3911.190895
24 460556 -3900.167793
25 540468 -3888.823954
26 371329 -3877.152584
27 186752 -3844.481250
28 12328 -3822.174378
29 290514 -3800.346309
30 338536 -3789.393024
31 117752 -3767.646189
32 68052 -3744.727287
33 379911 -3723.411895
34 350181 -3712.510869
35 186396 -3701.296484
36 251637 -3689.759109
37 456631 -3667.654937
38 15575 -3647.019431
39 124565 -3636.478325
40 369003 -3625.938841
