iter  precision  recall
1  0.000000  0.000000
2  0.017751  0.150000
3  0.017647  0.150000
4  0.017544  0.150000
5  0.017442  0.150000
6  0.017341  0.150000
7  0.017241  0.150000
8  0.017143  0.150000
9  0.017045  0.150000
10  0.016949  0.150000
11  0.016854  0.150000
12  0.016760  0.150000
13  0.016667  0.150000
14  0.016575  0.150000
15  0.016484  0.150000
16  0.016393  0.150000
17  0.016304  0.150000
18  0.021505  0.200000
19  0.021390  0.200000
20  0.021277  0.200000
21  0.021164  0.200000
22  0.020942  0.200000
23  0.020833  0.200000
24  0.020725  0.200000
25  0.020619  0.200000
26  0.020513  0.200000
27  0.020408  0.200000
28  0.025381  0.250000
29  0.025253  0.250000
30  0.025126  0.250000
31  0.025000  0.250000
32  0.024876  0.250000
33  0.024752  0.250000
34  0.024631  0.250000
35  0.024510  0.250000
36  0.029268  0.300000
37  0.029126  0.300000
38  0.028986  0.300000
39  0.028846  0.300000
40  0.028708  0.300000
