iter  AnomalyNodeRemoved  LL
0 NA -1050157.079629
1 228053 -975369.400363
2 444706 -968442.465847
3 50156 -966899.638900
4 495899 -970632.741566
5 256901 -971821.840305
6 305991 -965094.226289
7 96253 -971173.674643
8 322901 -968264.137664
9 529472 -966446.192231
10 215300 -970258.305684
11 119598 -970430.525156
12 523437 -967255.484060
13 75537 -969606.284857
14 429731 -967389.834313
15 469975 -969616.007017
16 62084 -969622.385964
17 297990 -969576.040255
18 203761 -968899.422218
19 533423 -969350.293074
20 35878 -970910.707444
21 246857 -966506.534403
22 18200 -969570.929237
23 37261 -967661.844228
24 107891 -971148.194350
25 270119 -965454.945114
26 459222 -967246.616995
27 474145 -966092.846731
28 520626 -972804.917138
29 299986 -969065.694770
30 437711 -967919.719773
31 330907 -968833.547425
32 440514 -972470.828491
33 278702 -968604.289457
34 185909 -966375.201771
35 210091 -970575.946601
36 187223 -968857.120731
37 104277 -967987.964913
38 103381 -969406.667891
39 461032 -975449.459982
40 542015 -972273.448207
41 526159 -973140.379880
42 11677 -970502.584052
43 273062 -968689.184143
44 459755 -965639.660440
45 101701 -967050.164354
46 361733 -964605.947238
47 146310 -964553.357652
48 509645 -970205.482826
49 158714 -969693.909889
50 292521 -967158.350248
51 354642 -969711.243076
52 438423 -967733.172376
53 48860 -970547.058449
54 517583 -966742.117449
55 234206 -971440.719598
56 248853 -966578.129427
57 67372 -966374.145728
58 485115 -966756.256662
59 240509 -970541.253634
60 264991 -964642.670653
61 205123 -966730.847330
62 473332 -965017.614829
63 129816 -966701.266362
64 136327 -969631.916677
65 121543 -964802.798905
66 490802 -974336.081300
67 257531 -965024.037232
68 475927 -963581.346360
69 110944 -970869.917072
70 430905 -968524.018669
71 529539 -974593.999508
72 436938 -967142.327328
73 57081 -968733.814607
74 486041 -967233.201991
75 103343 -965653.639297
76 54234 -967397.721235
77 137555 -964994.348873
78 129435 -966738.421112
79 455062 -971490.621313
80 189958 -966865.705605
81 453436 -964509.857980
82 513214 -965423.331188
83 489312 -967972.405778
84 280252 -964030.934135
85 298963 -962389.723270
86 193352 -965555.232791
87 325805 -967385.044960
88 252430 -964758.546941
89 223146 -963914.223076
90 83637 -967220.253955
91 390243 -964513.308186
92 388477 -972556.696351
93 332995 -966627.632005
94 360463 -971274.951565
95 526630 -964677.390242
96 436225 -967445.014573
97 362416 -963686.719333
98 17354 -969398.041131
99 302184 -966323.759245
100 285229 -960914.377703
