iter  AnomalyNodeRemoved  LL
0 NA -1157022.471831
1 176683 -1117146.954626
2 298743 -1116994.519055
3 299427 -1116508.398509
4 90398 -1116461.641776
5 468145 -1116434.463284
6 14985 -1116412.629133
7 70543 -1116392.227871
8 131400 -1116371.807273
9 76650 -1116351.273949
10 505277 -1116328.142198
11 235115 -1116286.577348
12 422132 -1116266.211410
13 452142 -1116245.882689
14 431760 -1116225.564185
15 220749 -1116205.246174
16 234290 -1116184.934849
17 493750 -1116164.625717
18 461291 -1116144.330122
19 300763 -1116124.037022
20 512895 -1116103.744776
21 80383 -1116083.458804
22 427599 -1116063.173264
23 189292 -1116042.889119
24 328407 -1116022.610478
25 465717 -1116002.332063
26 183567 -1115982.056445
27 434660 -1115961.687960
28 396280 -1115921.207328
29 47845 -1115900.839553
30 104777 -1115880.471883
31 110353 -1115860.104280
32 31511 -1115839.752745
33 289310 -1115819.402166
34 175704 -1115799.067525
35 533207 -1115778.685245
36 539471 -1115758.421960
37 371836 -1115738.059776
38 224965 -1115717.705048
39 131942 -1115697.349799
40 407379 -1115676.995474
