iter  precision  recall
1  0.000000  0.000000
2  0.002191  0.100000
3  0.002188  0.100000
4  0.002186  0.100000
5  0.002183  0.100000
6  0.002181  0.100000
7  0.002179  0.100000
8  0.002176  0.100000
9  0.002174  0.100000
10  0.002172  0.100000
11  0.002169  0.100000
12  0.002167  0.100000
13  0.002165  0.100000
14  0.002162  0.100000
15  0.002160  0.100000
16  0.002157  0.100000
17  0.002155  0.100000
18  0.002153  0.100000
19  0.002151  0.100000
20  0.002148  0.100000
21  0.002146  0.100000
22  0.002144  0.100000
23  0.002141  0.100000
24  0.002139  0.100000
25  0.002137  0.100000
26  0.002134  0.100000
27  0.002132  0.100000
28  0.002130  0.100000
29  0.002128  0.100000
30  0.002125  0.100000
31  0.002123  0.100000
32  0.002121  0.100000
33  0.002119  0.100000
34  0.002116  0.100000
35  0.002114  0.100000
36  0.002112  0.100000
37  0.002110  0.100000
38  0.002107  0.100000
39  0.002105  0.100000
40  0.002103  0.100000
