iter  precision  recall
1  0.000000  0.000000
2  0.000000  0.000000
3  0.000000  0.000000
4  0.000000  0.000000
5  0.000000  0.000000
6  0.166667  0.111111
7  0.142857  0.111111
8  0.125000  0.111111
9  0.111111  0.111111
10  0.200000  0.222222
11  0.272727  0.333333
12  0.333333  0.444444
13  0.307692  0.444444
14  0.357143  0.555556
15  0.400000  0.666667
16  0.437500  0.777778
17  0.470588  0.888889
18  0.444444  0.888889
19  0.421053  0.888889
20  0.400000  0.888889
21  0.380952  0.888889
22  0.363636  0.888889
23  0.347826  0.888889
24  0.333333  0.888889
25  0.320000  0.888889
26  0.307692  0.888889
27  0.296296  0.888889
28  0.285714  0.888889
29  0.275862  0.888889
