iter  AnomalyNodeRemoved  LL
0 NA -526.319124
1 292797 -492.252805
2 49082 -489.584374
3 517285 -532.944577
4 316846 -452.910992
5 73772 -456.954919
6 287106 -452.803018
7 56222 -434.236106
8 539854 -394.217121
9 307520 -399.263980
10 419560 -443.943023
11 183233 -436.373048
12 428248 -428.698039
13 111606 -420.930869
14 8753 -338.857016
15 512971 -343.069935
16 204880 -640.521293
17 429700 -390.896859
18 308357 -315.021485
19 255586 -358.743206
20 432003 -283.650661
21 219575 -324.701381
22 511848 -252.143238
23 331825 -286.730344
24 292405 -225.840459
25 411592 -206.361835
26 425287 -186.072661
27 36712 -217.795675
28 281468 -147.542625
29 86359 -187.712201
