iter  precision  recall
1  0.000000  0.000000
2  0.000922  0.050000
3  0.000921  0.050000
4  0.000903  0.050000
5  0.000819  0.050000
6  0.000793  0.050000
7  0.000779  0.050000
8  0.000778  0.050000
9  0.000759  0.050000
10  0.000758  0.050000
11  0.000695  0.050000
12  0.000675  0.050000
13  0.000655  0.050000
14  0.000655  0.050000
15  0.000613  0.050000
16  0.000612  0.050000
17  0.000590  0.050000
18  0.000589  0.050000
19  0.000588  0.050000
20  0.000588  0.050000
21  0.000586  0.050000
22  0.000567  0.050000
23  0.000522  0.050000
24  0.000499  0.050000
25  0.000494  0.050000
26  0.000481  0.050000
27  0.000471  0.050000
28  0.000465  0.050000
29  0.000465  0.050000
30  0.000465  0.050000
31  0.000465  0.050000
32  0.000448  0.050000
33  0.000447  0.050000
34  0.000446  0.050000
35  0.000446  0.050000
36  0.000445  0.050000
37  0.000445  0.050000
38  0.000445  0.050000
39  0.000444  0.050000
40  0.000444  0.050000
