iter  AnomalyNodeRemoved  LL
0 NA -1130510.992792
1 494929 -1091780.988947
2 60184 -1072246.693309
3 479259 -1111208.732616
4 287142 -1091838.826555
5 517311 -1053695.949994
6 525555 -1079093.266430
7 503858 -1215892.010058
8 378469 -930651.098343
9 486156 -998741.161838
10 126159 -932578.499913
11 484740 -949206.603799
12 364565 -949556.662131
13 544655 -975496.909506
14 547106 -915144.507840
15 141207 -996184.943909
16 546911 -1028419.305849
17 95790 -1024516.466804
18 546302 -916279.629369
19 101256 -1010759.900234
20 473698 -946815.263425
21 18805 -898334.934874
22 190202 -879520.817044
23 367419 -981086.770298
24 54038 -927935.703311
25 28791 -878851.854391
26 431845 -888815.253096
27 38165 -926547.548200
28 271504 -965355.832712
29 14385 -877264.890511
30 460972 -909889.325053
31 268914 -946236.209417
32 28586 -970973.843765
33 105380 -948981.018713
34 493219 -972393.743440
35 154514 -877250.395225
36 462028 -891053.356382
37 302686 -924627.337553
38 545328 -904616.018076
39 116344 -902425.999217
40 335355 -964322.715968
