iter  AnomalyNodeRemoved  LL
0 NA -1214538.660690
1 378469 -1130225.482763
2 28815 -1130161.915529
3 158652 -1130112.190589
4 252265 -1130088.766783
5 494919 -1130025.485710
6 285367 -1130004.823927
7 529421 -1129983.452889
8 120379 -1129962.342060
9 25048 -1129941.778479
10 546808 -1129921.219733
11 410878 -1129900.661430
12 316530 -1129880.103910
13 301298 -1129859.546577
14 388749 -1129838.989318
15 140132 -1129818.432354
16 170794 -1129797.875973
17 134453 -1129777.319603
18 542950 -1129736.218960
19 487471 -1129715.663642
20 478597 -1129695.108140
21 177130 -1129674.553013
22 424097 -1129653.998136
23 46457 -1129633.444227
24 506035 -1129612.891173
25 258226 -1129571.810991
26 83111 -1129551.258522
27 395197 -1129530.707781
28 75249 -1129510.156954
29 545735 -1129489.607182
30 543153 -1129469.057698
31 136604 -1129448.507416
32 281477 -1129427.957342
33 1898 -1129407.408369
34 170198 -1129386.859488
35 546647 -1129366.311055
36 402084 -1129345.763628
37 410832 -1129325.215261
38 231286 -1129304.668768
39 55724 -1129284.122142
40 218679 -1129263.578373
