iter  AnomalyNodeRemoved  LL
0 NA -1154494.075155
1 82995 -1110049.437371
2 60184 -1109975.628446
3 546441 -1109783.906338
4 239415 -1109524.737645
5 373341 -1109359.933396
6 47587 -1109297.264294
7 547106 -1109247.496844
8 112458 -1109220.287265
9 402626 -1109198.428005
10 433572 -1109177.860235
11 268387 -1109157.324880
12 363734 -1109136.757784
13 532972 -1109115.758555
14 457286 -1109095.090708
15 103796 -1109074.526103
16 285056 -1109054.037381
17 445089 -1109033.544547
18 518187 -1109013.065041
19 252604 -1108992.588224
20 304581 -1108972.115339
21 320972 -1108951.640624
22 165598 -1108931.171440
23 367832 -1108910.592650
24 322006 -1108890.112300
25 126921 -1108869.647875
26 204470 -1108849.185131
27 260977 -1108828.926253
28 60467 -1108808.487934
29 307925 -1108788.050676
30 89493 -1108767.615621
31 363277 -1108747.181509
32 354396 -1108726.748161
33 38943 -1108706.315524
34 533018 -1108685.896718
35 462113 -1108665.479167
36 177276 -1108645.062831
37 200140 -1108624.628711
38 542893 -1108604.210833
39 285367 -1108583.671148
40 545223 -1108563.266826
