iter  precision  recall
1  0.064516  0.025287
2  0.064327  0.025287
3  0.064140  0.025287
4  0.063953  0.025287
5  0.066667  0.026437
6  0.066474  0.026437
7  0.066282  0.026437
8  0.066092  0.026437
9  0.065903  0.026437
10  0.065714  0.026437
11  0.065527  0.026437
12  0.068182  0.027586
13  0.070822  0.028736
14  0.073446  0.029885
15  0.076056  0.031034
16  0.075843  0.031034
17  0.075630  0.031034
18  0.075419  0.031034
19  0.075209  0.031034
20  0.075000  0.031034
21  0.074792  0.031034
22  0.074586  0.031034
23  0.074380  0.031034
24  0.074176  0.031034
25  0.073973  0.031034
26  0.073770  0.031034
27  0.073569  0.031034
28  0.073370  0.031034
29  0.073171  0.031034
30  0.075676  0.032184
31  0.075472  0.032184
32  0.075269  0.032184
33  0.075067  0.032184
34  0.074866  0.032184
35  0.074667  0.032184
36  0.074468  0.032184
37  0.074271  0.032184
38  0.074074  0.032184
39  0.073879  0.032184
40  0.073684  0.032184
41  0.073491  0.032184
42  0.075916  0.033333
43  0.075718  0.033333
44  0.075521  0.033333
45  0.077922  0.034483
46  0.077720  0.034483
47  0.077519  0.034483
48  0.079897  0.035632
49  0.079692  0.035632
50  0.079487  0.035632
51  0.079284  0.035632
52  0.079082  0.035632
53  0.078880  0.035632
54  0.078680  0.035632
55  0.078481  0.035632
56  0.078283  0.035632
57  0.078086  0.035632
58  0.077889  0.035632
59  0.077694  0.035632
60  0.077500  0.035632
61  0.077307  0.035632
62  0.077114  0.035632
63  0.076923  0.035632
64  0.076733  0.035632
65  0.076543  0.035632
66  0.076355  0.035632
67  0.076167  0.035632
68  0.075980  0.035632
69  0.075795  0.035632
70  0.075610  0.035632
71  0.075426  0.035632
72  0.075243  0.035632
73  0.075061  0.035632
74  0.074879  0.035632
75  0.074699  0.035632
76  0.074519  0.035632
77  0.074341  0.035632
78  0.074163  0.035632
79  0.073986  0.035632
80  0.073810  0.035632
81  0.073634  0.035632
82  0.073460  0.035632
83  0.073286  0.035632
84  0.073113  0.035632
85  0.072941  0.035632
86  0.072770  0.035632
87  0.072600  0.035632
88  0.072430  0.035632
89  0.072261  0.035632
90  0.072093  0.035632
91  0.071926  0.035632
92  0.074074  0.036782
93  0.073903  0.036782
94  0.073733  0.036782
95  0.073563  0.036782
96  0.073394  0.036782
97  0.073227  0.036782
98  0.073059  0.036782
99  0.072893  0.036782
100  0.072727  0.036782
