iter  precision  recall
1  0.000000  0.000000
2  0.001435  0.050000
3  0.001433  0.050000
4  0.003165  0.150000
5  0.003404  0.200000
6  0.003333  0.200000
7  0.002787  0.200000
8  0.002743  0.200000
9  0.002943  0.250000
10  0.002852  0.250000
11  0.002734  0.250000
12  0.002719  0.250000
13  0.002717  0.250000
14  0.002701  0.250000
15  0.002591  0.250000
16  0.002563  0.250000
17  0.002561  0.250000
18  0.002560  0.250000
19  0.002559  0.250000
20  0.002813  0.300000
21  0.002812  0.300000
22  0.002810  0.300000
23  0.002796  0.300000
24  0.002795  0.300000
25  0.002770  0.300000
26  0.002769  0.300000
27  0.002768  0.300000
28  0.002766  0.300000
29  0.002765  0.300000
30  0.002568  0.300000
31  0.002567  0.300000
32  0.002454  0.300000
33  0.002453  0.300000
34  0.002452  0.300000
35  0.002451  0.300000
36  0.002436  0.300000
37  0.002435  0.300000
38  0.002433  0.300000
39  0.002406  0.300000
40  0.002260  0.300000
