iter  AnomalyNodeRemoved  LL
0 NA -1013889.196023
1 349352 -988817.798587
2 61367 -989553.342135
3 95795 -983164.775352
4 226662 -952811.828114
5 102945 -975519.367098
6 490793 -941568.000880
7 209317 -981182.245030
8 179856 -970233.035273
9 381579 -956652.216383
10 75286 -948677.108690
11 422256 -918423.748970
12 461144 -942980.345857
13 104277 -965267.348680
14 358956 -944839.705063
15 102289 -917410.801176
16 536863 -914156.346092
17 395620 -894898.985594
18 279260 -967961.294925
19 286893 -922402.034223
20 356521 -919431.619506
21 51010 -924320.847734
22 525299 -918252.634331
23 323168 -923691.536132
24 357999 -902315.317920
25 422869 -910743.990466
26 148641 -903907.995439
27 271129 -908521.645696
28 482343 -963657.728204
29 279778 -911764.417037
30 231027 -953314.127587
31 268083 -892285.463271
32 271735 -912974.511488
33 324600 -922714.282052
34 238109 -929993.769514
35 72397 -912143.949506
36 257144 -908710.956608
37 453885 -933114.212494
38 348294 -988808.202208
39 127470 -902105.834547
40 260167 -915711.738690
