iter  AnomalyNodeRemoved  LL
0 NA -3403.158212
1 519013 -3362.914708
2 127345 -3117.783149
3 56052 -3147.687957
4 536830 -2784.207003
5 343242 -2665.079560
6 76881 -2745.252928
7 98332 -2674.826792
8 74439 -2554.096272
9 99373 -2463.548409
10 381003 -2443.426626
11 23465 -2312.635268
12 28053 -2215.974851
13 26373 -1996.587577
14 184458 -1980.900446
15 73400 -1938.302345
16 71736 -1948.603717
17 328155 -1741.010580
18 4829 -1882.014992
19 333916 -1805.923301
20 494481 -1662.766081
21 107972 -1649.052387
22 131211 -1767.507969
23 191487 -1742.668412
24 452884 -1585.398437
25 3833 -1639.915844
26 335763 -1672.242346
27 420427 -1589.608499
28 396649 -1631.998779
29 215955 -1484.749318
30 188073 -1454.606920
31 101019 -1586.412208
32 55043 -1554.445861
33 195210 -1546.168686
34 416846 -1399.281487
35 223061 -1407.174655
36 434966 -1445.559929
37 181953 -1319.443666
38 504305 -1309.383509
39 306781 -1390.512057
40 358034 -1228.537323
41 520121 -1355.281628
42 49761 -1175.180528
43 366555 -1198.351748
44 386336 -1188.291218
45 122915 -1319.341605
46 162652 -1309.325355
47 38444 -1158.528490
48 58829 -1148.594360
49 342669 -1138.417303
50 397590 -1114.816123
51 279216 -1320.651489
52 120380 -1290.468832
53 91592 -1034.173706
54 515659 -1705.688461
55 142427 -1260.331570
56 201684 -1234.594426
57 517224 -2225.781286
58 363926 -1174.152369
59 451671 -1135.883686
60 210020 -2106.646215
61 421557 -1013.216144
62 6579 -994.795450
63 408495 -986.318563
64 100477 -977.696312
65 200044 -963.019757
66 432937 -1820.864079
67 139089 -892.773619
68 356384 -851.012224
69 460870 -837.048484
70 61178 -822.684535
71 389871 -1529.098677
