iter  precision  recall
1  0.035115  0.006457
2  0.035061  0.006457
3  0.035008  0.006457
4  0.036474  0.006738
5  0.036419  0.006738
6  0.036364  0.006738
7  0.036309  0.006738
8  0.036254  0.006738
9  0.036199  0.006738
10  0.036145  0.006738
11  0.036090  0.006738
12  0.036036  0.006738
13  0.035982  0.006738
14  0.035928  0.006738
15  0.035874  0.006738
16  0.035821  0.006738
17  0.035768  0.006738
18  0.035714  0.006738
19  0.035661  0.006738
20  0.035608  0.006738
21  0.035556  0.006738
22  0.035503  0.006738
23  0.035451  0.006738
24  0.035398  0.006738
25  0.035346  0.006738
26  0.035294  0.006738
27  0.035242  0.006738
28  0.035191  0.006738
29  0.035139  0.006738
30  0.035088  0.006738
31  0.035036  0.006738
32  0.034985  0.006738
33  0.036390  0.007019
34  0.036337  0.007019
35  0.036284  0.007019
36  0.036232  0.007019
37  0.036179  0.007019
38  0.036127  0.007019
39  0.036075  0.007019
40  0.036023  0.007019
41  0.035971  0.007019
42  0.035920  0.007019
43  0.035868  0.007019
44  0.035817  0.007019
45  0.035765  0.007019
46  0.035714  0.007019
47  0.035663  0.007019
48  0.035613  0.007019
49  0.035562  0.007019
50  0.035511  0.007019
51  0.035461  0.007019
52  0.035411  0.007019
53  0.035361  0.007019
54  0.035311  0.007019
55  0.035261  0.007019
56  0.035211  0.007019
57  0.035162  0.007019
58  0.035112  0.007019
59  0.035063  0.007019
60  0.035014  0.007019
61  0.034965  0.007019
62  0.034916  0.007019
63  0.034868  0.007019
64  0.034819  0.007019
65  0.034771  0.007019
66  0.034722  0.007019
67  0.034674  0.007019
68  0.034626  0.007019
69  0.034578  0.007019
70  0.034530  0.007019
71  0.034483  0.007019
72  0.034435  0.007019
73  0.034388  0.007019
74  0.034341  0.007019
75  0.034294  0.007019
76  0.034247  0.007019
77  0.034200  0.007019
78  0.034153  0.007019
79  0.034106  0.007019
80  0.034060  0.007019
81  0.034014  0.007019
82  0.033967  0.007019
83  0.033921  0.007019
84  0.033875  0.007019
85  0.033829  0.007019
86  0.033784  0.007019
87  0.033738  0.007019
88  0.033693  0.007019
89  0.033647  0.007019
90  0.033602  0.007019
91  0.033557  0.007019
92  0.033512  0.007019
93  0.033467  0.007019
94  0.033422  0.007019
95  0.033378  0.007019
96  0.033333  0.007019
97  0.033289  0.007019
98  0.033245  0.007019
99  0.033201  0.007019
100  0.033156  0.007019
