iter  precision  recall
1  0.112620  0.275242
2  0.112557  0.275242
3  0.112493  0.275242
4  0.112429  0.275242
5  0.112366  0.275242
6  0.112302  0.275242
7  0.112239  0.275242
8  0.112176  0.275242
9  0.112113  0.275242
10  0.112050  0.275242
11  0.111986  0.275242
12  0.111924  0.275242
13  0.111861  0.275242
14  0.111798  0.275242
15  0.111735  0.275242
16  0.111672  0.275242
17  0.111610  0.275242
18  0.111547  0.275242
19  0.111485  0.275242
20  0.111422  0.275242
21  0.111919  0.276625
22  0.111857  0.276625
23  0.111794  0.276625
24  0.111732  0.276625
25  0.111669  0.276625
26  0.111607  0.276625
27  0.111545  0.276625
28  0.111483  0.276625
29  0.111421  0.276625
30  0.111359  0.276625
31  0.111297  0.276625
32  0.111235  0.276625
33  0.111173  0.276625
34  0.111111  0.276625
35  0.111049  0.276625
36  0.110988  0.276625
37  0.110926  0.276625
38  0.111419  0.278008
39  0.111357  0.278008
40  0.111296  0.278008
41  0.111234  0.278008
42  0.111173  0.278008
43  0.111111  0.278008
44  0.111050  0.278008
45  0.110988  0.278008
46  0.110927  0.278008
47  0.110866  0.278008
48  0.110805  0.278008
49  0.111295  0.279391
50  0.111233  0.279391
51  0.111172  0.279391
52  0.111111  0.279391
53  0.111050  0.279391
54  0.110989  0.279391
55  0.110928  0.279391
56  0.110867  0.279391
57  0.110806  0.279391
58  0.110746  0.279391
59  0.110685  0.279391
60  0.111172  0.280775
61  0.111111  0.280775
62  0.111050  0.280775
63  0.110990  0.280775
64  0.110929  0.280775
65  0.110868  0.280775
66  0.110808  0.280775
67  0.110747  0.280775
68  0.110687  0.280775
69  0.110627  0.280775
70  0.110566  0.280775
71  0.110506  0.280775
72  0.110446  0.280775
73  0.110386  0.280775
74  0.110326  0.280775
75  0.110266  0.280775
76  0.110206  0.280775
77  0.110147  0.280775
78  0.110087  0.280775
79  0.110027  0.280775
80  0.109967  0.280775
81  0.109908  0.280775
82  0.109848  0.280775
83  0.109789  0.280775
84  0.109730  0.280775
85  0.109670  0.280775
86  0.109611  0.280775
87  0.109552  0.280775
88  0.109493  0.280775
89  0.109434  0.280775
90  0.109375  0.280775
91  0.109316  0.280775
92  0.109257  0.280775
93  0.109198  0.280775
94  0.109140  0.280775
95  0.109081  0.280775
96  0.109023  0.280775
97  0.108964  0.280775
98  0.108906  0.280775
99  0.108847  0.280775
100  0.108789  0.280775
