iter  AnomalyNodeRemoved  LL
0 NA -3403.158237
1 519013 -3362.914734
2 127345 -3117.786050
3 56052 -2691.390944
4 328155 -2390.552814
5 279216 -2960.379501
6 536830 -2938.034906
7 343242 -2746.878273
8 76881 -2716.695720
9 98332 -2646.269541
10 74439 -2525.539036
11 99373 -2434.991137
12 381003 -2330.904119
13 23465 -2003.419505
14 184458 -2011.249994
15 28053 -1981.064991
16 26373 -2092.921355
17 73400 -1771.087037
18 71736 -1911.825537
19 4829 -1787.616842
20 333916 -1640.568064
21 494481 -1618.867457
22 107972 -1787.257670
23 191487 -1762.418144
24 131211 -1561.655399
25 452884 -1633.173092
26 3833 -1691.991999
27 335763 -1582.868692
28 420427 -1641.687611
29 396649 -1450.987744
30 215955 -1532.564322
31 188073 -1502.385220
32 101019 -1571.261473
33 195210 -1561.200583
34 223061 -1380.567282
35 434966 -1495.492364
36 55043 -1465.309713
37 416846 -1229.156476
38 504305 -1255.388920
39 120380 -1215.128985
40 91592 -1288.864057
41 306781 -1278.803118
42 520121 -1185.041639
43 49761 -1137.579657
44 515659 -1400.379436
45 181953 -1370.196817
46 342669 -1360.135933
47 386336 -1350.075057
48 58829 -1329.953322
49 122915 -1319.892444
50 142427 -1309.876810
51 358034 -1279.963742
52 162652 -1269.947504
53 38444 -1260.331543
54 201684 -1668.547273
55 6579 -1216.173698
56 517224 -1173.097945
57 451671 -2168.712489
58 363926 -1117.585723
59 210020 -1079.740687
60 408495 -1070.994319
61 100477 -1062.116659
62 200044 -2047.981963
63 421557 -1836.703579
64 139089 -908.613137
65 432937 -892.773634
66 356384 -851.012215
67 389871 -837.048468
68 460870 -822.684529
69 61178 -1529.098713
70 210992 -758.207739
71 141711 -1307.759404
