iter  precision  recall
1  0.000000  0.000000
2  0.000000  0.000000
3  0.000000  0.000000
4  0.000000  0.000000
5  0.000000  0.000000
6  0.000000  0.000000
7  0.142857  0.333333
8  0.125000  0.333333
9  0.111111  0.333333
10  0.100000  0.333333
11  0.090909  0.333333
12  0.083333  0.333333
13  0.076923  0.333333
14  0.071429  0.333333
15  0.066667  0.333333
16  0.062500  0.333333
17  0.117647  0.666667
18  0.111111  0.666667
19  0.105263  0.666667
20  0.100000  0.666667
21  0.095238  0.666667
22  0.090909  0.666667
23  0.086957  0.666667
24  0.083333  0.666667
25  0.080000  0.666667
26  0.076923  0.666667
27  0.074074  0.666667
28  0.071429  0.666667
29  0.068966  0.666667
30  0.066667  0.666667
31  0.064516  0.666667
32  0.062500  0.666667
33  0.060606  0.666667
34  0.058824  0.666667
35  0.057143  0.666667
36  0.055556  0.666667
37  0.054054  0.666667
38  0.052632  0.666667
39  0.051282  0.666667
40  0.050000  0.666667
41  0.048780  0.666667
42  0.047619  0.666667
43  0.046512  0.666667
44  0.045455  0.666667
45  0.044444  0.666667
46  0.043478  0.666667
