iter  precision  recall
1  0.000000  0.000000
2  0.000000  0.000000
3  0.000000  0.000000
4  0.000000  0.000000
5  0.000000  0.000000
6  0.000000  0.000000
7  0.000000  0.000000
8  0.000000  0.000000
9  0.000000  0.000000
10  0.000000  0.000000
11  0.000000  0.000000
12  0.000000  0.000000
13  0.000000  0.000000
14  0.000000  0.000000
15  0.000000  0.000000
16  0.000000  0.000000
17  0.000000  0.000000
18  0.000000  0.000000
19  0.000000  0.000000
20  0.000000  0.000000
21  0.000000  0.000000
22  0.000000  0.000000
23  0.000000  0.000000
24  0.000000  0.000000
25  0.000000  0.000000
26  0.038462  0.111111
27  0.037037  0.111111
28  0.035714  0.111111
29  0.034483  0.111111
30  0.033333  0.111111
31  0.032258  0.111111
32  0.031250  0.111111
33  0.030303  0.111111
34  0.029412  0.111111
35  0.028571  0.111111
36  0.027778  0.111111
37  0.027027  0.111111
38  0.026316  0.111111
39  0.025641  0.111111
40  0.025000  0.111111
41  0.024390  0.111111
42  0.023810  0.111111
43  0.023256  0.111111
44  0.022727  0.111111
45  0.044444  0.222222
46  0.043478  0.222222
47  0.042553  0.222222
48  0.041667  0.222222
49  0.040816  0.222222
50  0.040000  0.222222
51  0.039216  0.222222
52  0.038462  0.222222
53  0.037736  0.222222
54  0.037037  0.222222
55  0.036364  0.222222
56  0.035714  0.222222
57  0.035088  0.222222
58  0.034483  0.222222
59  0.033898  0.222222
60  0.033333  0.222222
61  0.032787  0.222222
62  0.032258  0.222222
63  0.031746  0.222222
64  0.031250  0.222222
65  0.030769  0.222222
66  0.030303  0.222222
67  0.029851  0.222222
68  0.029412  0.222222
69  0.028986  0.222222
70  0.028571  0.222222
71  0.028169  0.222222
72  0.027778  0.222222
73  0.027397  0.222222
74  0.027027  0.222222
75  0.026667  0.222222
76  0.026316  0.222222
77  0.025974  0.222222
