iter  precision  recall
1  0.120000  0.090361
2  0.119931  0.090361
3  0.119863  0.090361
4  0.119795  0.090361
5  0.119726  0.090361
6  0.119658  0.090361
7  0.119590  0.090361
8  0.119522  0.090361
9  0.119454  0.090361
10  0.119386  0.090361
11  0.119318  0.090361
12  0.119250  0.090361
13  0.119183  0.090361
14  0.119115  0.090361
15  0.119048  0.090361
16  0.118980  0.090361
17  0.118913  0.090361
18  0.118846  0.090361
19  0.118778  0.090361
20  0.119276  0.090792
21  0.119209  0.090792
22  0.119142  0.090792
23  0.119074  0.090792
24  0.119007  0.090792
25  0.118940  0.090792
26  0.118873  0.090792
27  0.118806  0.090792
28  0.118739  0.090792
29  0.118673  0.090792
30  0.118606  0.090792
31  0.118539  0.090792
32  0.118473  0.090792
33  0.118406  0.090792
34  0.118340  0.090792
35  0.118274  0.090792
36  0.118768  0.091222
37  0.118701  0.091222
38  0.118635  0.091222
39  0.118568  0.091222
40  0.118502  0.091222
41  0.118436  0.091222
42  0.118370  0.091222
43  0.118862  0.091652
44  0.118795  0.091652
45  0.118729  0.091652
46  0.118663  0.091652
47  0.118597  0.091652
48  0.118531  0.091652
49  0.118465  0.091652
50  0.118399  0.091652
51  0.118333  0.091652
52  0.118268  0.091652
53  0.118202  0.091652
54  0.118136  0.091652
55  0.118071  0.091652
56  0.118006  0.091652
57  0.117940  0.091652
58  0.117875  0.091652
59  0.117810  0.091652
60  0.117745  0.091652
61  0.117680  0.091652
62  0.117615  0.091652
63  0.117550  0.091652
64  0.117485  0.091652
65  0.117420  0.091652
66  0.117355  0.091652
67  0.117291  0.091652
68  0.117226  0.091652
69  0.117162  0.091652
70  0.117097  0.091652
71  0.117033  0.091652
72  0.116969  0.091652
73  0.116905  0.091652
74  0.116840  0.091652
75  0.116776  0.091652
76  0.116712  0.091652
77  0.116648  0.091652
78  0.116585  0.091652
79  0.116521  0.091652
80  0.116457  0.091652
81  0.116393  0.091652
82  0.116330  0.091652
83  0.116266  0.091652
84  0.116748  0.092083
85  0.116685  0.092083
86  0.116621  0.092083
87  0.116558  0.092083
88  0.116494  0.092083
89  0.116431  0.092083
90  0.116368  0.092083
91  0.116304  0.092083
92  0.116241  0.092083
93  0.116178  0.092083
94  0.116115  0.092083
95  0.116052  0.092083
96  0.116531  0.092513
97  0.116468  0.092513
98  0.116405  0.092513
99  0.116883  0.092943
100  0.116820  0.092943
