#
#  (Thu May  5 05:42:45 2016)
#
# XVals	
22897	-873183
137387	-700703
160285	-692183
183183	-686356
228979	-679958
251877	-677597
297673	-674908
320571	-674089
366367	-673283
389265	-673033
412163	-672704
480857	-672092
503755	-671927
526653	-671760
549551	-671533
572449	-671365
618245	-670967
641143	-670712
686939	-670011
709837	-669670
732735	-669390
755633	-669219
778531	-669096
824327	-668828
847225	-668743
870123	-668650
893021	-668520
915919	-668388
938817	-668299
961715	-668253
984613	-668214
1.00751e+06	-668181
1.07620e+06	-668077
1.0991e+06	-668028
1.122e+06	-667983
1.1449e+06	-667917
1.1678e+06	-667827
1.1907e+06	-667764
1.21359e+06	-667718
1.23649e+06	-667676
1.25939e+06	-667618
1.28229e+06	-667589
1.30518e+06	-667546
1.32808e+06	-667519
1.35098e+06	-667506
1.37388e+06	-667500
