iter  AnomalyNodeRemoved  LL
0 NA -759147.668286
1 460068 -671514.887706
2 307948 -670163.133672
3 112958 -669517.003188
4 160257 -665871.479975
5 299495 -668987.567765
6 97975 -673475.649542
7 3206 -672166.287674
8 19978 -672475.434135
9 408631 -663944.085254
10 285136 -674919.846621
11 302869 -675190.048221
12 513054 -673827.111836
13 226458 -670145.943048
14 180336 -665770.271371
15 528953 -671547.046658
16 170539 -676136.617329
17 19579 -678237.396963
18 222565 -666904.522162
19 488786 -667736.452525
20 13059 -668722.310038
21 290480 -671634.108959
22 462591 -663029.368559
23 530451 -666853.481748
24 358024 -667031.789868
25 418504 -666081.186753
26 203976 -670014.249128
27 101071 -669309.870039
28 237946 -668975.084534
29 144349 -664912.502085
30 411437 -665531.370592
31 359942 -666206.016665
32 275746 -663231.991625
33 98808 -671659.965154
34 198450 -665985.353402
35 399002 -669414.941592
36 533325 -665256.918423
37 107505 -663729.990832
38 258090 -665504.628318
39 96235 -666282.866261
40 90150 -665732.776799
41 122514 -661852.431635
42 282771 -668074.494986
43 399442 -669074.867169
44 398664 -665628.709266
45 224597 -667571.182767
46 258170 -665754.579672
47 131458 -665979.825786
48 60080 -667790.846811
49 256299 -669894.886328
50 426824 -673842.661248
51 229630 -664057.992955
52 52107 -663335.798471
53 104270 -671445.340837
54 337121 -660651.604914
55 397820 -665394.531633
56 475974 -669546.055395
57 397768 -663002.859996
58 408687 -668445.913293
59 229610 -661019.369712
60 260881 -663622.286795
61 205743 -666115.432971
62 350770 -669613.774623
63 514376 -662281.088098
64 97343 -669738.591545
65 411053 -664311.315012
66 487240 -668969.830780
67 110258 -661544.640853
68 129233 -659953.517144
69 123833 -671893.631622
70 311132 -664636.057717
71 103409 -664488.186741
72 167825 -666069.009408
73 464401 -663899.960211
74 102364 -664366.094823
75 150156 -671059.458473
76 98032 -662039.749946
77 453434 -662066.678390
78 437713 -664360.567592
79 107794 -662072.873609
80 108488 -665845.876672
81 181819 -661824.473194
82 543853 -662925.436685
83 207380 -663800.728070
84 473342 -664207.661116
85 212189 -664905.907140
86 465740 -662075.676604
87 373996 -658592.481416
88 131011 -665779.138583
89 346194 -665613.859028
90 211611 -671110.920910
91 388673 -659118.578751
92 82660 -661725.160202
93 171283 -664734.655701
94 206817 -666260.200348
95 212620 -662674.773604
96 225601 -666684.535555
97 308295 -662038.040055
98 397653 -668248.995292
99 36170 -666919.910226
100 143439 -667499.669823
