iter  precision  recall
1  0.000000  0.000000
2  0.000864  0.300000
3  0.000864  0.300000
4  0.000864  0.300000
5  0.000863  0.300000
6  0.000863  0.300000
7  0.000863  0.300000
8  0.000863  0.300000
9  0.000862  0.300000
10  0.000862  0.300000
11  0.000862  0.300000
12  0.000862  0.300000
13  0.000862  0.300000
14  0.000862  0.300000
15  0.000862  0.300000
16  0.000861  0.300000
17  0.000861  0.300000
18  0.000861  0.300000
19  0.000861  0.300000
20  0.000861  0.300000
21  0.000861  0.300000
22  0.000861  0.300000
23  0.000861  0.300000
24  0.000860  0.300000
25  0.000860  0.300000
26  0.000860  0.300000
27  0.000860  0.300000
28  0.000860  0.300000
29  0.000860  0.300000
30  0.000860  0.300000
31  0.000860  0.300000
32  0.000859  0.300000
33  0.000859  0.300000
34  0.000859  0.300000
35  0.000859  0.300000
36  0.000859  0.300000
37  0.000859  0.300000
38  0.000859  0.300000
39  0.000859  0.300000
40  0.000858  0.300000
