iter  precision  recall
1  0.000000  0.000000
2  0.002191  0.100000
3  0.002188  0.100000
4  0.001249  0.150000
5  0.001158  0.150000
6  0.001108  0.150000
7  0.001107  0.150000
8  0.001030  0.150000
9  0.001030  0.150000
10  0.001017  0.150000
11  0.001007  0.150000
12  0.000785  0.150000
13  0.000785  0.150000
14  0.000784  0.150000
15  0.000784  0.150000
16  0.000784  0.150000
17  0.000784  0.150000
18  0.000783  0.150000
19  0.000783  0.150000
20  0.000783  0.150000
21  0.000783  0.150000
22  0.000783  0.150000
23  0.000782  0.150000
24  0.000782  0.150000
25  0.000782  0.150000
26  0.000778  0.150000
27  0.000778  0.150000
28  0.000777  0.150000
29  0.000777  0.150000
30  0.000776  0.150000
31  0.000773  0.150000
32  0.000773  0.150000
33  0.000773  0.150000
34  0.000773  0.150000
35  0.000772  0.150000
36  0.000772  0.150000
37  0.000772  0.150000
38  0.000772  0.150000
39  0.000772  0.150000
40  0.000771  0.150000
