iter  AnomalyNodeRemoved  LL
0 NA -1157022.471831
1 176683 -1117146.954626
2 298743 -1151798.820634
3 359109 -1055240.547672
4 58076 -1067757.866949
5 121970 -1010609.560081
6 123214 -1063066.871571
7 272148 -1003766.833902
8 464151 -1026815.499677
9 102284 -1025435.614090
10 233179 -1117004.454800
11 49561 -966640.812386
12 269850 -966715.455151
13 382614 -964271.789012
14 70589 -965629.064564
15 534246 -966484.585166
16 167275 -966232.335745
17 89650 -966877.209596
18 235142 -962911.333440
19 223785 -968854.551274
20 247791 -965906.964707
21 422132 -968782.905816
22 152121 -964645.580187
23 408776 -983160.165595
24 330267 -1036265.494675
25 69178 -963009.168708
26 63521 -961676.026827
27 109134 -985978.381278
28 509296 -1005005.561551
29 209821 -980084.411791
30 331896 -964661.695402
31 39602 -964383.057827
32 346733 -965346.070033
33 45506 -962682.254608
34 386267 -963693.540007
35 422912 -963826.070012
36 157218 -961088.036761
37 515874 -960897.502158
38 28140 -961671.537882
39 486549 -965731.796301
40 35 -1009836.637810
