iter  AnomalyNodeRemoved  LL
0 NA -1214538.660690
1 378469 -1130225.482763
2 28815 -1074953.245307
3 287142 -1203441.730182
4 159477 -977256.860773
5 285288 -955700.221531
6 40546 -1083621.989124
7 109622 -1009746.601683
8 89492 -1007649.209235
9 126159 -1010707.938184
10 283085 -1004266.541280
11 543726 -1009348.619786
12 247467 -1005684.331436
13 83897 -987649.472750
14 215011 -890200.240296
15 148819 -910482.041031
16 544442 -913267.168870
17 211245 -958335.678950
18 66803 -939851.913267
19 323309 -989770.031183
20 376461 -876498.688773
21 16103 -991039.613763
22 547814 -986649.937549
23 260977 -952315.348214
24 276345 -929712.836161
25 268914 -959977.947306
26 99000 -897775.742912
27 268092 -933754.678879
28 251579 -955048.444787
29 140661 -958104.886159
30 112831 -911614.482792
31 15016 -988846.005021
32 150368 -981338.241784
33 280350 -904519.471000
34 22269 -1030050.185126
35 545961 -892556.725857
36 91024 -914325.508093
37 30530 -914648.739551
38 451295 -895073.001575
39 252689 -877700.378016
40 528726 -876429.359459
