iter  precision  recall
1  0.000000  0.000000
2  0.017751  0.150000
3  0.017647  0.150000
4  0.038136  0.450000
5  0.037975  0.450000
6  0.037815  0.450000
7  0.037657  0.450000
8  0.040486  0.500000
9  0.040000  0.500000
10  0.039841  0.500000
11  0.039683  0.500000
12  0.043189  0.650000
13  0.043046  0.650000
14  0.042904  0.650000
15  0.042763  0.650000
16  0.042623  0.650000
17  0.041801  0.650000
18  0.041667  0.650000
19  0.044728  0.700000
20  0.044586  0.700000
21  0.044444  0.700000
22  0.047468  0.750000
23  0.047319  0.750000
24  0.047170  0.750000
25  0.047022  0.750000
26  0.046875  0.750000
27  0.046729  0.750000
28  0.046584  0.750000
29  0.046440  0.750000
30  0.046296  0.750000
31  0.049231  0.800000
32  0.049080  0.800000
33  0.048930  0.800000
34  0.048780  0.800000
35  0.048632  0.800000
36  0.048485  0.800000
37  0.048338  0.800000
38  0.051205  0.850000
39  0.051051  0.850000
40  0.050898  0.850000
