iter  AnomalyNodeRemoved  LL
0 NA -5955.317076
1 412163 -5920.325778
2 318212 -5862.213678
3 186022 -5248.124522
4 401798 -5792.231085
5 346322 -5780.567356
6 343306 -5562.819026
7 300975 -5698.936921
8 205838 -5640.602144
9 542633 -5282.258529
10 277617 -4800.261814
11 482584 -5477.330251
12 273775 -6622.667399
13 435398 -5456.181041
14 154509 -5203.519194
15 151849 -5432.887026
16 330328 -4976.288926
17 93356 -4567.267987
18 470620 -5350.464561
19 447892 -5502.691082
20 539292 -5243.961160
21 92472 -5199.119310
22 314719 -4459.902945
23 67572 -5447.905010
24 108892 -5026.578980
25 208714 -4970.717647
26 429708 -4684.058353
27 116969 -4428.920520
28 166549 -5862.991872
29 279830 -4161.540705
30 314250 -4421.631761
31 543516 -4345.186412
32 335183 -4659.437841
33 34895 -4368.284556
34 535477 -4634.210031
35 401449 -4052.369498
36 392463 -5642.911143
37 268123 -4302.007664
38 336905 -4569.832954
39 473001 -4073.252681
40 74895 -4511.357101
41 199759 -4499.693256
42 46508 -4020.952092
43 30688 -4477.053152
44 59759 -3996.650083
45 276567 -4429.615228
46 141618 -4184.785862
47 294679 -4716.844701
48 394886 -4016.784846
49 187924 -4281.996440
50 518306 -4272.843790
51 83906 -4227.928436
52 120615 -3737.481526
53 326849 -4157.434502
54 225233 -5131.445194
55 137050 -4104.918750
56 204966 -4081.591226
57 77701 -3429.184574
58 166566 -4991.480016
59 271643 -5187.796288
60 329078 -5117.813680
61 309411 -5995.175187
62 522378 -3745.440495
63 176184 -4704.448340
64 123159 -4487.049711
65 190765 -3644.521002
66 440745 -4552.819399
67 428737 -4843.099878
68 434830 -3573.670123
69 503684 -3562.006367
70 222414 -4749.789766
71 541690 -5610.270943
72 252719 -3452.178042
73 252125 -3224.803763
74 84839 -3449.678625
75 99026 -4621.488337
76 64879 -4598.160812
77 366824 -4574.833280
78 127262 -4481.523162
79 318538 -5376.995644
80 176159 -4187.458807
81 475666 -4105.812454
82 230788 -3148.831840
83 298507 -5108.729050
84 19509 -4189.769701
85 373756 -4131.450875
86 150207 -3720.908211
87 258382 -2942.215679
88 489905 -4060.269260
89 95427 -4793.807396
90 115533 -4016.840181
91 383087 -2856.846239
92 432229 -3865.211254
93 229209 -4420.566918
94 449985 -4373.911858
95 414657 -3597.064354
96 458993 -4129.642282
97 196008 -3393.487655
