iter  AnomalyNodeRemoved  LL
0 NA -1243489.340211
1 228055 -919126.941467
2 210716 -918881.763028
3 223975 -918616.158433
4 486911 -918432.495624
5 520297 -918371.276778
6 32837 -918350.870505
7 373676 -918330.464236
8 403150 -918310.058011
9 453576 -918289.651871
10 61514 -918248.839435
11 297746 -918228.433228
12 311884 -918187.620835
13 97576 -918167.214634
14 77684 -918146.808432
15 402347 -918126.402238
16 395731 -918085.589827
17 204720 -918065.183657
18 32608 -918044.777488
19 433520 -918024.371405
20 73657 -918003.965256
21 203691 -917963.153081
22 104336 -917942.747005
23 451401 -917922.341139
24 260901 -917901.935119
25 166236 -917861.123126
26 522492 -917840.717252
27 56324 -917820.311525
28 273821 -917799.905864
29 321333 -917779.500570
30 131033 -917759.095109
31 465948 -917738.689657
32 106455 -917718.284211
33 460533 -917697.878599
34 496800 -917657.066797
35 96199 -917636.661460
36 317636 -917616.256130
37 215117 -917595.850945
38 398910 -917575.445801
39 142106 -917555.040744
40 344308 -917534.636071
