#
#  (Fri May  6 12:11:04 2016)
#
# XVals	
19	-41.5269
59	-41.3693
99	-41.239
139	-41.1118
199	-40.9376
279	-40.8254
359	-40.7618
399	-40.7422
459	-40.7156
519	-40.6939
539	-40.6862
579	-40.674
619	-40.6659
639	-40.6627
659	-40.6573
719	-40.6431
759	-40.6354
779	-40.6317
839	-40.612
859	-40.6093
879	-40.5989
919	-40.5879
979	-40.5768
999	-40.5737
1019	-40.5701
1059	-40.5617
1099	-40.5507
1139	-40.5419
1179	-40.5353
1199	-40.5329
1239	-40.5254
1299	-40.5123
1319	-40.5093
1359	-40.5039
1399	-40.4993
1439	-40.4944
1519	-40.4861
1639	-40.4681
1679	-40.4645
1759	-40.4574
1799	-40.4542
1899	-40.4456
1999	-40.4317
2019	-40.4298
2199	-40.4172
2239	-40.4149
2499	-40.4005
2519	-40.3994
2559	-40.3973
2679	-40.391
2719	-40.389
3119	-40.372
3359	-40.3632
3459	-40.3597
3739	-40.35
3839	-40.3467
4039	-40.3401
4139	-40.3369
4599	-40.3227
5259	-40.3038
6239	-40.2787
6319	-40.2767
6359	-40.2758
6379	-40.2753
6499	-40.2725
6719	-40.2674
6879	-40.2638
6899	-40.2634
7499	-40.2505
7519	-40.25
