iter  precision  recall
1  0.153846  0.027027
2  0.153558  0.027027
3  0.153271  0.027027
4  0.152985  0.027027
5  0.152700  0.027027
6  0.152416  0.027027
7  0.153989  0.027357
8  0.153704  0.027357
9  0.153420  0.027357
10  0.153137  0.027357
11  0.152855  0.027357
12  0.152574  0.027357
13  0.152294  0.027357
14  0.152015  0.027357
15  0.151737  0.027357
16  0.151460  0.027357
17  0.151184  0.027357
18  0.152727  0.027686
19  0.152450  0.027686
20  0.152174  0.027686
21  0.151899  0.027686
22  0.151625  0.027686
23  0.151351  0.027686
24  0.152878  0.028016
25  0.152603  0.028016
26  0.152330  0.028016
27  0.152057  0.028016
28  0.151786  0.028016
29  0.151515  0.028016
30  0.151246  0.028016
31  0.150977  0.028016
32  0.150709  0.028016
33  0.150442  0.028016
34  0.150177  0.028016
35  0.149912  0.028016
36  0.149648  0.028016
37  0.149385  0.028016
38  0.149123  0.028016
39  0.148862  0.028016
40  0.148601  0.028016
41  0.148342  0.028016
42  0.148084  0.028016
43  0.147826  0.028016
44  0.147569  0.028016
45  0.147314  0.028016
46  0.147059  0.028016
47  0.146805  0.028016
48  0.146552  0.028016
49  0.146299  0.028016
50  0.146048  0.028016
51  0.145798  0.028016
52  0.147260  0.028345
53  0.147009  0.028345
54  0.146758  0.028345
55  0.148211  0.028675
56  0.147959  0.028675
57  0.147708  0.028675
58  0.147458  0.028675
59  0.147208  0.028675
60  0.146959  0.028675
61  0.146712  0.028675
62  0.148148  0.029005
63  0.147899  0.029005
64  0.147651  0.029005
65  0.147404  0.029005
66  0.147157  0.029005
67  0.146912  0.029005
68  0.146667  0.029005
69  0.146423  0.029005
70  0.146179  0.029005
71  0.145937  0.029005
72  0.145695  0.029005
73  0.145455  0.029005
74  0.145215  0.029005
75  0.144975  0.029005
76  0.144737  0.029005
77  0.144499  0.029005
78  0.144262  0.029005
79  0.144026  0.029005
80  0.143791  0.029005
81  0.143556  0.029005
82  0.143322  0.029005
83  0.143089  0.029005
84  0.142857  0.029005
85  0.142626  0.029005
86  0.142395  0.029005
87  0.142165  0.029005
88  0.141935  0.029005
89  0.141707  0.029005
90  0.141479  0.029005
91  0.141252  0.029005
92  0.141026  0.029005
93  0.140800  0.029005
94  0.142173  0.029334
95  0.141946  0.029334
96  0.143312  0.029664
97  0.143084  0.029664
98  0.144444  0.029993
99  0.144216  0.029993
100  0.145570  0.030323
