iter  precision  recall
1  0.041615  0.158798
2  0.041609  0.158798
3  0.041604  0.158798
4  0.041599  0.158798
5  0.041594  0.158798
6  0.041589  0.158798
7  0.041583  0.158798
8  0.041703  0.159275
9  0.041698  0.159275
10  0.041693  0.159275
11  0.041687  0.159275
12  0.041682  0.159275
13  0.041677  0.159275
14  0.041672  0.159275
15  0.041667  0.159275
16  0.041661  0.159275
17  0.041656  0.159275
18  0.041651  0.159275
19  0.041646  0.159275
20  0.041641  0.159275
21  0.041636  0.159275
22  0.041630  0.159275
23  0.041625  0.159275
24  0.041620  0.159275
25  0.041615  0.159275
26  0.041610  0.159275
27  0.041604  0.159275
28  0.041599  0.159275
29  0.041594  0.159275
30  0.041589  0.159275
31  0.041584  0.159275
32  0.041578  0.159275
33  0.041573  0.159275
34  0.041568  0.159275
35  0.041563  0.159275
36  0.041558  0.159275
37  0.041553  0.159275
38  0.041547  0.159275
39  0.041667  0.159752
40  0.041661  0.159752
41  0.041656  0.159752
42  0.041651  0.159752
43  0.041646  0.159752
44  0.041641  0.159752
45  0.041636  0.159752
46  0.041630  0.159752
47  0.041625  0.159752
48  0.041744  0.160229
49  0.041739  0.160229
50  0.041734  0.160229
51  0.041729  0.160229
52  0.041724  0.160229
53  0.041718  0.160229
54  0.041713  0.160229
55  0.041708  0.160229
56  0.041703  0.160229
57  0.041698  0.160229
58  0.041693  0.160229
59  0.041687  0.160229
60  0.041682  0.160229
61  0.041677  0.160229
62  0.041672  0.160229
63  0.041667  0.160229
64  0.041662  0.160229
65  0.041656  0.160229
66  0.041651  0.160229
67  0.041646  0.160229
68  0.041641  0.160229
69  0.041636  0.160229
70  0.041631  0.160229
71  0.041625  0.160229
72  0.041620  0.160229
73  0.041615  0.160229
74  0.041610  0.160229
75  0.041605  0.160229
76  0.041600  0.160229
77  0.041594  0.160229
78  0.041589  0.160229
79  0.041584  0.160229
80  0.041579  0.160229
81  0.041574  0.160229
82  0.041569  0.160229
83  0.041564  0.160229
84  0.041558  0.160229
85  0.041553  0.160229
86  0.041548  0.160229
87  0.041543  0.160229
88  0.041538  0.160229
89  0.041533  0.160229
90  0.041528  0.160229
91  0.041522  0.160229
92  0.041517  0.160229
93  0.041512  0.160229
94  0.041507  0.160229
95  0.041502  0.160229
96  0.041497  0.160229
97  0.041492  0.160229
98  0.041487  0.160229
99  0.041481  0.160229
100  0.041476  0.160229
