iter  precision  recall
1  0.000000  0.000000
2  0.001240  0.450000
3  0.001238  0.450000
4  0.001224  0.450000
5  0.001219  0.450000
6  0.001214  0.450000
7  0.001205  0.450000
8  0.001199  0.450000
9  0.001197  0.450000
10  0.001143  0.450000
11  0.001142  0.450000
12  0.001138  0.450000
13  0.001132  0.450000
14  0.001132  0.450000
15  0.001132  0.450000
16  0.001115  0.450000
17  0.001115  0.450000
18  0.001115  0.450000
19  0.001114  0.450000
20  0.001114  0.450000
21  0.001114  0.450000
22  0.001113  0.450000
23  0.001113  0.450000
24  0.001113  0.450000
25  0.001113  0.450000
26  0.001113  0.450000
27  0.001109  0.450000
28  0.001106  0.450000
29  0.001106  0.450000
30  0.001106  0.450000
31  0.001106  0.450000
32  0.001105  0.450000
33  0.001104  0.450000
34  0.001104  0.450000
35  0.001104  0.450000
36  0.001104  0.450000
37  0.001103  0.450000
38  0.001102  0.450000
39  0.001102  0.450000
40  0.001102  0.450000
