#
#  (Tue May 10 03:33:37 2016)
#
# XVals	
107947	-965470
134934	-890793
215895	-809770
242882	-805427
269869	-802369
296856	-800404
323843	-799039
350830	-798111
377817	-797421
431791	-795643
458778	-794763
512752	-793074
539739	-792208
566726	-791329
593713	-790423
620700	-789354
647687	-788552
674674	-787783
701661	-787085
728648	-786574
755635	-786168
782622	-785693
809609	-785198
863583	-784151
890570	-783444
917557	-782671
944544	-782054
971531	-781549
998518	-781011
1.05249e+06	-779827
1.07948e+06	-779350
1.13345e+06	-778882
1.16044e+06	-778699
1.18743e+06	-778483
1.21441e+06	-778210
1.2414e+06	-777973
1.26839e+06	-777803
1.29538e+06	-777679
1.32236e+06	-777579
1.34935e+06	-777479
1.37634e+06	-777412
1.43031e+06	-777233
1.4573e+06	-777017
1.48428e+06	-776843
1.51127e+06	-776696
1.56524e+06	-776612
1.59223e+06	-776570
1.61922e+06	-776530
1.64621e+06	-776477
1.67319e+06	-776437
