iter  AnomalyNodeRemoved  LL
0 NA -1243489.340211
1 228055 -919126.941467
2 210716 -824925.468654
3 75287 -850809.605377
4 719 -849981.622249
5 63026 -852731.370899
6 440442 -846380.282814
7 408295 -848523.144268
8 194399 -907454.773428
9 291287 -829186.752118
10 56982 -829858.830316
11 250132 -828739.204279
12 192226 -824862.010690
13 215117 -820959.068536
14 109179 -882999.045175
15 406825 -791484.229658
16 382440 -816266.723268
17 32134 -817331.503015
18 366804 -786454.062841
19 129874 -815236.469960
20 218798 -784423.563507
21 82716 -813943.318684
22 416744 -780969.576725
23 403150 -761203.723026
24 528161 -814755.363073
25 317917 -874930.587486
26 241582 -873574.229079
27 227531 -755382.819472
28 374763 -813231.688137
29 232063 -784531.367713
30 96199 -781025.903325
31 5040 -872086.578351
32 118624 -812083.385337
33 311884 -782800.837917
34 172309 -783973.847857
35 61321 -871579.289336
36 467213 -813146.460254
37 414172 -755701.683561
38 166236 -764298.972287
39 78924 -779597.861225
40 369915 -776383.628442
